value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,15086.8485605000000000
0.0004,0.0004,14455.1892194000000000
0.0010,0.0010,13708.7063918000000000
0.0020,0.0020,13203.6512627000000000
0.0040,0.0040,12745.4502778000000000
0.0100,0.0100,12166.8661602000000000
0.0200,0.0200,10990.2412544000000000
0.0400,0.0400,7974.1248165000000000
0.1000,0.1000,3976.8951744000000000
