topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,3722226.3242567,161303.1063719,1876.1322043,119978.8941723,389247.406085,1422562.0426215,3077178.56642,1211242.3306439,1035086.6010148
