topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,26556151.2382861,1215223.9328547,18667.1081037,1196737.2153391,5065699.6894587,19821288.3040999,26580414.0693558,4424879.2247046,1340408.129257
