value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,83.8087141000000000
25,25,134.0937909000000000
50,50,184.0564149000000000
100,100,247.5571361000000000
250,250,357.4741996000000000
500,500,465.4567093000000000
1000,1000,600.8370253000000000
2500,2500,833.5603084000000000
5000,5000,1062.0909124000000000
