topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,1330195.88022,59076.1164454,829.1908215,16597.315691,199478.2244943,764597.1466994,1039582.5002461,414187.1586563,181637.3439489
