value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,48.09414290000000000000
0.0004,0.0004,37.58328480000000000000
0.0010,0.0010,26.87216350000000000000
0.0020,0.0020,20.67157210000000000000
0.0040,0.0040,12.27546480000000000000
0.0100,0.0100,4.93792300000000000000
0.0200,0.0200,2.47361870000000000000
0.0400,0.0400,1.23797710000000000000
0.1000,0.1000,0.49547170000000000000
