value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,47.8417850000000000
0.0004,0.0004,43.2656245000000000
0.0010,0.0010,37.4414171000000000
0.0020,0.0020,33.2812668000000000
0.0040,0.0040,29.1211147000000000
0.0100,0.0100,24.1289298000000000
0.0200,0.0200,20.3847895000000000
0.0400,0.0400,16.6406477000000000
0.1000,0.1000,12.0644724000000000
