value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,298.7823650000000000
25,25,666.7666943000000000
50,50,946.4847695000000000
100,100,1166.8843411000000000
250,250,1410.5427359000000000
500,500,1653.3128913000000000
1000,1000,1763.7681633000000000
2500,2500,2094.2206261000000000
5000,5000,2201.4768200000000000
