value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,4167.6029651000000000
0.0004,0.0004,3211.6492310000000000
0.0010,0.0010,2260.4365732000000000
0.0020,0.0020,1721.0772924000000000
0.0040,0.0040,1007.9242994000000000
0.0100,0.0100,403.2517421000000000
0.0200,0.0200,201.6395451000000000
0.0400,0.0400,100.8231909000000000
0.1000,0.1000,40.3300969000000000
