value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,13600.4543382000000000
0.0004,0.0004,12980.2938195000000000
0.0010,0.0010,12197.2873104000000000
0.0020,0.0020,11631.8012567000000000
0.0040,0.0040,11089.1174954000000000
0.0100,0.0100,10378.5747910000000000
0.0200,0.0200,9303.4474125000000000
0.0400,0.0400,6900.9998184000000000
0.1000,0.1000,3718.5297620000000000
