value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,10.9535206000000000
25,25,27.3823211000000000
50,50,54.7597141000000000
100,100,109.4997166000000000
250,250,273.6015686000000000
500,500,477.7818615000000000
1000,1000,641.7328934000000000
2500,2500,939.9253336000000000
5000,5000,1248.6129296000000000
