value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,495.3649544000000000
25,25,1238.2178275000000000
50,50,2475.7874016000000000
100,100,4948.9838256000000000
250,250,12353.0678331000000000
500,500,20938.5342169000000000
1000,1000,27427.4793979000000000
2500,2500,38810.1083023000000000
5000,5000,50178.5174869000000000
