value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,0.01630680000000000000
25,25,0.03544620000000000000
50,50,0.05404760000000000000
100,100,0.06530940000000000000
250,250,0.07348420000000000000
500,500,0.08189120000000000000
1000,1000,0.09378660000000000000
2500,2500,0.11739360000000000000
5000,5000,0.14399770000000000000
