value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,159.0884838000000000
25,25,345.6345716000000000
50,50,526.7309612000000000
100,100,636.2877368000000000
250,250,715.7602541000000000
500,500,797.4535302000000000
1000,1000,912.9837202000000000
2500,2500,1142.0316891000000000
5000,5000,1399.7806566000000000
