value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,29665.0188088000000000
0.0004,0.0004,24209.4772590000000000
0.0010,0.0010,19358.8378840000000000
0.0020,0.0020,16911.2854301000000000
0.0040,0.0040,15180.2071571000000000
0.0100,0.0100,13495.8892053000000000
0.0200,0.0200,11173.4928803000000000
0.0400,0.0400,7333.3686158000000000
0.1000,0.1000,3376.0892900000000000
