topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,3251950.9484447,505056.6050988,1519.7705469,59923.7275935,10929.4573526,279176.6733481,296230.212516,84200.7115254,69944.5476569
