topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,2094246.3368314,287255.0439226,2921.7893234,553.6756463,5705.1594786,66377.5272452,62379.2994866,43511.2375456,15760.6980547
