value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,40.3300969000000000
25,25,100.8231909000000000
50,50,201.6395451000000000
100,100,403.2517421000000000
250,250,1007.9242994000000000
500,500,1721.0772924000000000
1000,1000,2260.4365732000000000
2500,2500,3211.6492310000000000
5000,5000,4167.6029651000000000
