topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,5951075.3141299,622133.6268465,1557.5381294,60677.8950966,12544.4732509,890120.5905314,406341.8123801,203473.5725491,156533.3966978
