value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,9658.5192895000000000
0.0004,0.0004,8565.9281884000000000
0.0010,0.0010,7223.6220173000000000
0.0020,0.0020,6280.3881817000000000
0.0040,0.0040,5394.4068336000000000
0.0100,0.0100,4310.2105869000000000
0.0200,0.0200,3552.2351310000000000
0.0400,0.0400,2850.0513163000000000
0.1000,0.1000,2013.9486676000000000
