topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,39123.3527715,1900.9348198,20.4785842,0.6404995,3772.8921206,13112.6688419,37187.7490566,7864.3655628,11882.6802303
