topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,591662.170395,104567.4366109,277.1601474,2313.7299449,3909.9200824,83616.5335417,49561.2135575,45553.6264298,21090.7923447
