value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,927.2025600000000000
0.0004,0.0004,757.4580614000000000
0.0010,0.0010,606.2432128000000000
0.0020,0.0020,529.8383424000000000
0.0040,0.0040,475.7572059000000000
0.0100,0.0100,423.1032208000000000
0.0200,0.0200,350.4474964000000000
0.0400,0.0400,230.1709509000000000
0.1000,0.1000,106.0434133000000000
