topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,11729490.4041463,336384.8145246,29908.3286071,26559.1002928,679639.9134208,3805157.9102814,8130875.1754324,2918202.6027637,1424825.6291343
