value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,0.14399770000000000000
0.0004,0.0004,0.11739360000000000000
0.0010,0.0010,0.09378660000000000000
0.0020,0.0020,0.08189120000000000000
0.0040,0.0040,0.07348420000000000000
0.0100,0.0100,0.06530940000000000000
0.0200,0.0200,0.05404760000000000000
0.0400,0.0400,0.03544620000000000000
0.1000,0.1000,0.01630680000000000000
