topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,611843.342642,61294.8538985,218.9101925,528.8106542,5267.8009969,64403.14976,70201.0363124,24143.9601913,24939.7740961
