topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,361857.9724332,36762.1264669,274.0765044,11134.8532805,28476.5927345,135827.4524771,317478.1167945,108733.6305555,16954.6376765
