value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,0.49547170000000000000
25,25,1.23797710000000000000
50,50,2.47361870000000000000
100,100,4.93792300000000000000
250,250,12.27546480000000000000
500,500,20.67157210000000000000
1000,1000,26.87216350000000000000
2500,2500,37.58328480000000000000
5000,5000,48.09414290000000000000
