value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,1248.6129296000000000
0.0004,0.0004,939.9253336000000000
0.0010,0.0010,641.7328934000000000
0.0020,0.0020,477.7818615000000000
0.0040,0.0040,273.6015686000000000
0.0100,0.0100,109.4997166000000000
0.0200,0.0200,54.7597141000000000
0.0400,0.0400,27.3823211000000000
0.1000,0.1000,10.9535206000000000
