value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,2.3094552000000000
25,25,5.0103255000000000
50,50,7.6249069000000000
100,100,9.2031142000000000
250,250,10.3462915000000000
500,500,11.5199643000000000
1000,1000,13.1772653000000000
2500,2500,16.4543650000000000
5000,5000,20.1284400000000000
