value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,13049.9539608000000000
0.0004,0.0004,11478.9883731000000000
0.0010,0.0010,9577.3672975000000000
0.0020,0.0020,8261.4726636000000000
0.0040,0.0040,7042.6765093000000000
0.0100,0.0100,5571.3533847000000000
0.0200,0.0200,4559.2990795000000000
0.0400,0.0400,3632.8065083000000000
0.1000,0.1000,2544.8545763000000000
