value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,3898.1888896000000000
25,25,7414.4256399000000000
50,50,10075.9442580000000000
100,100,11232.2284415000000000
250,250,11961.0753224000000000
500,500,12528.7423049000000000
1000,1000,13131.7644332000000000
2500,2500,13986.6225693000000000
5000,5000,14679.9596936000000000
