value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,2367.6013782000000000
0.0004,0.0004,2092.3867196000000000
0.0010,0.0010,1757.0250586000000000
0.0020,0.0020,1522.3054956000000000
0.0040,0.0040,1303.6578968000000000
0.0100,0.0100,1037.1612475000000000
0.0200,0.0200,852.2331125000000000
0.0400,0.0400,681.8907836000000000
0.1000,0.1000,479.8789577000000000
