value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
0.0002,0.0002,73900.480113200000
0.0004,0.0004,68413.080718000000
0.0010,0.0010,62526.875422100000
0.0020,0.0020,58930.413973600000
0.0040,0.0040,55941.422016900000
0.0100,0.0100,52602.421034400000
0.0200,0.0200,47319.951368100000
0.0400,0.0400,34449.657336500000
0.1000,0.1000,17142.837774700000
