value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,61.7087813000000000
25,25,154.0906754000000000
50,50,307.5789797000000000
100,100,612.7625475000000000
250,250,1514.2173869000000000
500,500,2400.8045092000000000
1000,1000,3020.1999946000000000
2500,2500,4036.4388132000000000
5000,5000,4983.4538434000000000
