value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,3718.5297620000000000
25,25,6900.9998184000000000
50,50,9303.4474125000000000
100,100,10378.5747910000000000
250,250,11089.1174954000000000
500,500,11631.8012567000000000
1000,1000,12197.2873104000000000
2500,2500,12980.2938195000000000
5000,5000,13600.4543382000000000
