topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,30804533.6955906,2709774.1496667,46164.2721107,225885.9049056,934117.5206746,6917967.5374224,9441842.8421956,1248673.5763544,977760.8375774
