value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,0.02012390000000000000
25,25,0.05030920000000000000
50,50,0.10061660000000000000
100,100,0.20122760000000000000
250,250,0.50301800000000000000
500,500,0.81564820000000000000
1000,1000,1.04566510000000000000
2500,2500,1.43747720000000000000
5000,5000,1.81815670000000000000
