topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,8634460.3544805,503505.8844525,27018.1077299,194890.3762377,67557.4796434,468048.5983755,1041273.2126664,205234.7235542,61333.5533319
