value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,1.5606518000000000
25,25,2.3409760000000000
50,50,2.3409760000000000
100,100,3.1212990000000000
250,250,3.9016210000000000
500,500,4.6819418000000000
1000,1000,5.4622614000000000
2500,2500,7.0228974000000000
5000,5000,7.8032137000000000
