topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,445483.7301276,40834.3857325,138.0132135,2556.376944,3464.7811834,17997.7659381,57883.4484293,37553.563885,21592.2381605
