value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,2013.9486676000000000
25,25,2850.0513163000000000
50,50,3552.2351310000000000
100,100,4310.2105869000000000
250,250,5394.4068336000000000
500,500,6280.3881817000000000
1000,1000,7223.6220173000000000
2500,2500,8565.9281884000000000
5000,5000,9658.5192895000000000
