value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,1.0385291000000000
25,25,2.2568191000000000
50,50,3.4400508000000000
100,100,4.1561189000000000
250,250,4.6756753000000000
500,500,5.2098552000000000
1000,1000,5.9654731000000000
2500,2500,7.4641807000000000
5000,5000,9.1516942000000000
