topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,43522.242349,10060.714674,14.6187731,0.1249544,43.0214198,5176.4465399,971.1087463,3255.1353526,410.9498356
