value_axis_2,MAX(value_axis_2),MAX(value_axis_1)/1000000
10,10,12.0644724000000000
25,25,16.6406477000000000
50,50,20.3847895000000000
100,100,24.1289298000000000
250,250,29.1211147000000000
500,500,33.2812668000000000
1000,1000,37.4414171000000000
2500,2500,43.2656245000000000
5000,5000,47.8417850000000000
