topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,5189513.1680141,192176.6588573,3750.9483843,52140.0230846,215785.4349988,1361362.9924276,2658562.5457468,795580.7063376,394227.7881645
