topic,Buildings,Education,Health,Oil and Gas,Ports and Airports,Power,Roads and Railways,Telecommunications,Water and Wastewater
Exposed assets,2853964.8286476,103173.1140429,7180.9954883,19695.6678122,291325.0758166,1083306.4328376,1583319.5726302,790570.9779518,576659.6253855
